fichier;id_lettre;expediteur;date;date_when;destinataire;mots_cles;texte_lettre
01992_IX_67-669fd4c2e84eb.xml;cp01992;Marcel Proust;"[peu après le 2 juillet
                  1909]";19090702;Georges Lauris, de;['santé', 'sorties', 'lectures', 'éloge', 'genèse'];"Mon cher Georges

J’ai été excessivement souffrantdepuis que je ne vous ai vu ettellement mal
               hier que je ne puisvous écrire longuement. J’ai l’intention
               d’essayer à partir dedemain de me remettre à 
                     Ste
                     Sainte-
                  Beuve. Aussi si vous n’êtes pastrop
               pressé pour Ginette quej’ai attendue si longtemps
               avecimpatience j’aimerais mieux un peu plus tard, ayant peur d’être bienfatigué pour être un
               lecteur un peu utile,si tant est qu’on puisse l’être. Maissi c’est urgent
               au diable 
                  Ste Beuve
                  Sainte-Beuve.
               Georges je ne puis vous dire combien jesuis peu bien. Vous ai-je
               dit que j'ai reçu des lettres des Plantevignes detous les âges me disant l’impressionde volonté, de décision,
               l’excellenteimpression produite par M.
                  Nogrette. Malgré cela je crois que vous ferez
               biende ne pas négliger d’autres appuis. MaisM.
                  Plantevignes paraît désireux de s’occuper de lui à la
               rentrée d’octobre. J’aurais bien des choses à vous expliquer sur
               moiet sur mille choses mais je suis vraiment tropfatigué. Vous ai-je
               répondu à votre mot que je n’ai jamais rencontré personne que vous
                  connaissiez.

Tendrement à vous mon petit Georges
                     
                     .

Votre Marcel

P.S.: Dans quoi a paru la 
                        nlle
                        nouvelle
                      de Gide . (Vous me direz cela quand nous nous verrons)
                     
                     ."
01982_IX_57-66cc9a8d9fd30.xml;cp01982;Marcel Proust;[le samedi 19 juin 1909];19090619;Robert Montesquiou, de;['santé', 'arts de la scène', 'lectures', 'genèse'];"Cher Monsieur

J’espérais tellement venir hier !Dès
               onze heures du matin je m’étais levé et baigné, comme Estherpour paraître devant le 
                   « Souverainroi »
                  
                        Jean Racine
                        Esther
                        Denys Thierry
                        Paris
                        1689
                     
               
               . Et puis je n’ai
               jamais ététellement malade. Quelle journée,quelle nuit ! C’est 
                  parceque
                  parce que
                je croyaisvenir que je ne vous ai pas écrit pourvous remercier du
               délicieux théâtrede pupazzi véritables. Quel style !La dernière phrase
               est une merveille. Et j'« entends » votre conversation
                  « Quêque vous dites de tout ça »
                  
                        Robert de Montesquiou
                        Gil Blas
                        Les grands Minimes
                        11 juin 1909
                     
               finissant
               par l’étonnantmarchand de mouron
                  
                  .

Votre admirateur bienfatigué

Marcel Proust

P.S.: Reynaldo m’a envoyé lamerveilleuse
                  correspondancerelative à Miss Teyte!"
03854_XVIII_173-639b3e13b0847-6671316071ad6.xml;cp03854;Marcel Proust;[juillet 1919];19190700;Abel Desjardins;['prix Goncourt'];"Mon cher Abel

Je ne peux te dire
                    àquel point ta lettre m'a ému. Elle m'auraitavant
                    tout flatté si j'étais
                    seulement un peu plushomme de lettres ; car
                    jesais de quel écrivaindélicieux me viennent
                        ceséloges. Je n'ai
                    pas oublié ta

poësie
                  poésie
                :

«
                            
                        Eveillant
                        Éveillant
                      dans les présla
                        fraîcheodeur des foinsEt le scintillement
                        infinides rosées
                    »,
                  Abel Desjardins

ni cette exquise
                        nouvelle oùje me
                    souviens de ce regardjeté par une jumelle
                    demontagne. Mais je t'aitrop aimé, je
                    t'aimetrop, pour m'arrêter auxcompliments
                        littéraires
                    que

tu m'adresses. Mon
                    émotion vient de l'amitié
                    que tu veux bien me porter encore.Quel malheur que nous ne
                    puissions pasla pratiquer, dans une intimité
                    quasiquotidienne. Quand, lors de ma
                    seulesortie pour une représentation, je
                    t'airencontré au théâtre
                        Astruc
               ,
                    j'aiespéré qu'on se verrait 
                  quel quefois
                  quelquefois
               
                    carje suis comme les
                        Danaïdes
                    de ton ami

Sully 
                     Prud'homme
                     Prudhomme
                  
               , j'ai en moi une 
                  «
                        jeuneespérance
                        »
                  Sully Prudhomme, Les Épreuves, Les Danaïdes, 1866
                qui dit à mes forces mortellementusées :
                        
                  « Mes soeurs, si nous
                        recommencions »
                  Sully Prudhomme, Les Épreuves, Les Danaïdes, 1866
               
               
               
                   
                  .
               
               J'ai beau n'avoir pas pu mettre un
                    pied hors dulit pendant un mois, je me figure toujours
                    quele lendemain tout sera changé. Et
                        malheureusement le seul
                    changement est dans le sensde l'aggravation. Malgré cela mon
                        cher
               Abel, comme il y a
                        tout
               jo de même des joursoù
                    je me lève pour qu'on fasse mon lit et que

je profite de ces 
                  jours là
                  jours-là
               
                    poursortir le soir
                        seulement, il me semble quenous pourrions tout de
                    mêmenous voir 
                  q. q. fois
                  quelquefois
               .
                    Lemoment actuel est
                    particulièrement
                    défavorable, parce
               
                  que à
                  qu'à
                une heure où je
                    mecroyais menacé de mauxnouveaux sur la
                    naturedesquels Babinski m'a
                    ditque je faisais erreur, lamaison du 
                  
                     Bd
                     
                     boulevard
                   Haussmann
               a
                    été vendue à un
                        banquier.Il
                    a décidé, comme il était

vraisemblable, d'en
                    faireune banque, a expulsétous ses locataires
                    etje me suis réfugié ici oùje suis menacé
                    d'unnouveau 
                  deménagement
                  déménagement
               
               .Pour aller où ? 
                  je
                  Je
                nesais 
                  
                  pas 
               trop. Comme
                    j'ailimité ce que que je voulaistrouver
                        à
                  
                   un
                
                  5e
                  
                  cinquième
                
                  
                     AvenueMalakoff
                     Avenue de Malakoff
                  
               , rue de
                        Castiglione
               
               et
               ou rue de Rivoli,
                    cela

rend la chance d'aboutir
                    moins grande que sije cherchais dans n'importe quel
                    quartierde Paris. —
                        . Mon cher Abel,
                        si
                  
                   tu
                m'as
                        devancé en te procurant
                        
                  
                     A
                     À
                  
                        l'ombre des jeunesfilles en fleurs
                et Pastiches et Mélanges
               
                    avantque je te les envoie, cela tient à ce que monéditeur ne m'a envoyé que des
                        
                  2es
                  
                  deuxièmes
                et
               
                  3e
                  
                  troisièmes
                éditions. J'ai fait chercher chez
                    tousles libraires des 
                  1res
                  
                  premières
                éditions
                    pour en envoyerà toi, à France, à Barrès, à 
                  
                     Me
                     
                     Mme
                   de Noailles
                    etc.

Pour des raisons qui me restent mystérieuses,
                    leslibraires non plus, n'ont pas de 
                  1re
                  
                  première
               
                    édition.Aussi je n'ai pas osé envoyer mes livres
                    auxpersonnes que je viens de te citer. Mon frère
               même ne l'a pas encore. Veux-tu que
                    jet'envoie une 
                  2e
                  
                  deuxième
                ou 
                  3e
                  
                  troisième
                édition. Cela meparaît
                    bien indigne de toi.

Mon cher Abel présente mes respectueux hommages à Madame Desjardins et crois à ma profonde et tendre amitié"
05882_cat-Aristophil-45_110-66f0d41d9e216.xml;cp05882;Marcel Proust;[le samedi 24 septembre 1910];19100924;André Fouquières, de;['cadeau', 'presse', 'vie littéraire'];"Cabourg, 
                     Gd
                     Grand
                   Hôtel jusqu'au 267
                     
                     ,
                   ensuite Paris 102 
                     Bd
                     boulevard
                  
                  Haussmann faire suivre

Mon cher André

Si je n'étais pas si fatigué je voudrais vous écrire
               trente pages de lettre, car ne pouvant faire la chronique dont vous
                  parlez, je voudrais si clairement
               vous expliquer pourquoi qu’il ne pourrait pas rester dans votre esprit
                  l’ombre d’un doute sur le sentiment profond que j’ai 2pour vous et
               qui souffre si amèrement de vous en refuser la première preuve que vous
               m’en demandez. [...]
               Vous savez que j’ai fait quelques articles dans 
                     le
                     Le
                   Figaro. J’ai cessé il y a trois ans parce que étant malade, je ne pouvais
               en faire beaucoup : or si bête que cela ait l’air à dire de 3la part d’un
               inconnu comme moi [...] il se trouve que des écrivains très connus,
               illustres, les uns des maîtres à qui j’avais de grandes obligations,
               les autres des amis très chers, me demandèrent de faire des articles sur eux 
                  parcequ’
                  parce qu'
               ils aimaient ma manière d’écrire et [...] j’ai préféré n’en faire sur
               personne 4et
               cesser absolument de faire des articles. D’ailleurs ma santé empirait
               et j’ai commencé un grand livre, qui est toute ma vie maintenant, et si
               Dieu me donne de le finir, alors, délivré je recommencerai à écrire dans les
               journaux. Je ne voulais faire aucune exception. J’en ai 
                  faite
                  fait
               
               une (la 
                  1re
                  première
               ) pour Lucien Daudet [...]
               j’étais écœuré de la conspiration du silence qu’on fait 5autour de son
               admirable talent. Et puis vous savez 
                  peut’être
                  peut-être
                ce qu’il a été pour moi pendant quinze ans [...] Mon seul duel a
               été à cause de lui et de notre amitié calomniée. Et pour le second (pour un motif
               tout différent) c’est son frère qui
               était mon témoin. Son père a été divin
               pour moi. Aujourd’hui que je ne vois plus Lucien, que personne chez lui ne
               peut plus m’6être utile à rien, il m’est doux de pouvoir lui faire
               cette gentillesse [...]. Cet article était fait depuis le commencement de
               juillet [...] Je l’avais envoyé à 
                     l'
                     L'
                  Intransigeant non seulement 
                  parceque
                  parce que
               
               
                     le
                     Le
                   Figaro a été infect pour moi en refusant après un an
               d’attente de publier la 
                  1re
                  première
                partie de mon roman (ceci entre nous) (roman dédié à
                  Calmette !) 7(mais pour Calmette aussi je suis
               heureux de lui donner ce témoignage de reconnaissance), mais aussi 
                  parceque 
                  parce qu'
               un article dans 
                     l'
                     L'
                  Intransigeant
               [...] risquait moins d’être vu par ces maîtres que je ne veux pas froisser
               en manquant à ma promesse de silence tant que je n’aurai pas 8parlé d’eux.
               [...] je suis doublement malheureux d’avoir l’air d’attacher une importance
               à ma malheureuse prose en vous en parlant si longuement alors que [...]
               c’est 
                  plustôt
                  plutôt
                par gentillesse pour moi et 9pour me flatter que vous me le
               demandez. Mais j’aime mieux vous paraître faire des embarras [...] que de
               vous laisser supposer que c’est par manque d’amitié et de dévouement que
               je vous dis que je ne peux pas. C’est une impossibilité morale. [...]
               si vous n’avez sous la main personne au Figaro, à condition de ne 10pas signer l’article de mon nom
               (c’est d’ailleurs de cette façon que j’ai parlé de livres), [...] je suis
               prêt à faire la chronique. [...] Si vous vous arrêtez à cette
               combinaison il faut que vous écriviez à Calmette, car depuis qu’il m’a
               fait cela pour ce roman je ne 11peux pas le 
                  1er
                  premier
               , lui offrir de la prose qu’il ne me demande pas. S’il me le demande je
               peux envoyer un article non signé (signé d’un pseudonyme). [...] 12

[...] vous m’aviez promis cet été de m’écrire pour me dire un petit
               souvenir qui vous ferait plaisir. 13[...] ce sera pour moi une consolation
               sentimentale, car dans cet objet je mettrai tout mon cœur. [...] au
               moment de vous quitter je songe que je ne vous ai même pas [...] 14remercié [...]
               pour 
                     M. de Vogüe
                     M. de Vogüé
                  . Je ne pourrai pas le voir 
                  parceque 
                  parce que
                je me suis levé une seule fois en 
                  2
                  deux
               
               mois et 
                  ½
                  demi
                hors de l’hôtel et que je suis trop abattu pour faire des
                  connaissances.  [...] 15Mais 
                  peut’être
                  peut-être
                ne part-il que 
                     Samedi
                     samedi
                   ou 16
                     Dimanche
                     dimanche
                  , je crois que sa femme va mieux et est en état de sortir.

Adieu cher André merci  encore
                  de tout mon cœur et tout à vous

Marcel Proust

P.S.: Si vous ne me dites pas la chose qui vous ferait plaisir je conclurai que
                  vous êtes fâché et je serai bien malheureux."
02892_XIV_3-63775e78debf7-6671315e4464f.xml;cp02892;Marcel Proust;le 9 janvier 1915;19150109;Marie Scheikévitch;['guerre'];"9 janvier 1915

Madame,

Je ne savais rien ! Je ne me doutais de rien. Je pensais, comme toujours, bien
               souvent à vous, j'y avais pensé dans les grands chagrins qui ont accablé pour moi
               l'été dernier, qui furent
               vraiment mon « Avant-guerre », puis depuis la guerre où le cœur
               angoissé rassemble, ramène à soi les êtres préférés.

Et puis, avant-hier, dans un journal, j'ai vu une liste
               des membres du 
                  barreau
                  Barreau
               ... Et ce nom ! J'ai eu une
               affreuse terreur mais j'espérais que c'était un même nom. Et maintenant je sais. Je
               sais que vous, l'être entre tous que je voudrais épanoui dans la plus noble joie, que
               cet être-là a le cœur brisé, ma pensée ne se détache pas de cette idée, en souffre,
               voudrait s'en détacher et y revient encore comme on fait, quand on souffre, cent fois
               le mouvement qui fait le plus de mal. C'est sans doute ce
                  jeune homme que j'avais entrevu chez Larue
                ? Que
               j'aimerais vous voir, je suis tellement triste de votre douleur que ma compagnie ne
               serait une contrainte ni pour vous ni pour moi.

Moi aussi j'ai un frère sur la ligne de feu, les
               obus allemands ont traversé toute une journée son hôpital pendant qu'il opérait,
               tombant sur sa salle d'opérations. Il est
               maintenant en Argonne. Moi j'ai le conseil de contre-réforme à passer et je ne sais
               si je serai pris ou non. Je mets tout mon espoir en votre
                  fils pour mettre la douceur de sa tendresse et de son charme comme le
               seul apaisement sur votre détresse.

Croyez que je ne cesserai plus de penser à vous avec une tristesse, une
                  affection, un respect infinis."
01937_IX_12-664f135ca3635-6671315c8523a.xml;cp01937;Marcel Proust;"le mercredi 17 [février
                  1909]";19090217;Maurice Barrès;['lectures', 'santé', 'pastiche', 'épistolarité', 'genèse', 'éloge', 'affaire Dreyfus', 'presse', 'vie littéraire'];"Mercredi 17

Cher Monsieur
                     
                     ,

Je vous remercie infiniment de m’avoir envoyé Colette BaudocheJ’ai infiniment aimé ces pages oùse rencontrent la ligne
               réelle devotre observation, la ligne idéale— bien réelle aussi — de
               votreimagination, de vos souvenirs. Àchaque mot on sent ce point
               decoïncidence émouvant. Je vais lesrelire et déjà j’ai vu celle où vousavez mis votre signature et
               mon nom, 2avec
               ce respect que vous avez éprouvédevant des signatures illustres, surles 
                  feuilles de présence
                  
                        Discours de réception de Maurice Barrès à l'Académie
                           française
                        Maurice Barrès
                        17 janvier 1907
                     
               , à l’Académie.Je l’ai
               relu dernièrement, ce discoursComme je l’ai
               trouvé admirable ! Jem’étais mépris sur lui autrefois. Quandj’avais lu « 
                  L’automne enveloppe Senlisetc
                  
                     
                        Discours de réception de Maurice Barrès à l'Académie
                           française
                        Maurice Barrès
                        17 janvier 1907
                     
                » je m’étais dit « Monsieur Barrès neveut pas tromper l’attente de ses auditeurs.Il veut
               avoir son petit air spécial, qu’il sait seul jouer, mais cette fois
               c’estsans conviction ». Que je m’étais trompé,chaque mot est sublime. N’y
                  a-t-il pas dans Colette
                  Baudoche si jeme souviens bien un morceauqu’on pourrait mettre
               en regard 3«
                  Le mois de Septembre est l’époque la plus charmantede la
                        Lorraine
                  
                        Colette Baudoche
                        Histoire d'une jeune fille de Metz
                        Maurice Barrès
                        Librairie Félix Juven
                        Paris
                        1909
                        p. 51
                     
                » avec des couleurs vert et argent qui seconfondent avec la rêverie, car tout dans votrepaysage «
               épuré » a sa valeur morale. 
                  Mais ce que
                  
               Et il y a aussi n’est-ce pas des cloches dans la
                  brume, des cloches «
                     catholiques
                     
                           Colette Baudoche
                           Maurice Barrès
                           Librairie Félix Juven
                           Paris
                           1909
                           p. 65
                        
                   ». 
                  
                   Mais ce que
                je me rappelle à cet égard de plus beau et que jevais retrouver avec
               un bien grand plaisir, c’est une
                  illumination sans cesse déplacée par des nuages
                  
                        Colette Baudoche
                        Maurice Barrès
                        Librairie Félix Juven
                        Paris
                        1909
                        p. 205
                     
                qui courentau vent et qui finit par se poser sur
                  Metz. Il y avaitlà à terre de
               divines ombres. Je me rappelle aussi unaqueduc qui vous faisait penser à
                  Hubert Robert, et le 4petit vendangeoir pour Conseiller au Parlement
                  de Metz.Que vous avez bien parlé de
               votre pays ! Et vous lui avez ajouté,car dans les miroirs d’eau que vous
                  dites, ceux que
               vouscontempliez à 
                     Aigues Mortes
                     Aigues-Mortes
                  , dans les canaux de Venise, duhaut de 
                     Ste
                     
                     Sainte-
                  Odile s’ajoutent dans notre pensée une certainehorizontalité d’eau
               où traîne un reflet, c’est 
                  peut’être
                  peut-être
                cequi caractérise le plus profondément vos tableaux. C’est lepur
               Barrès. Mais d’autres choses le sont aussi ; dans ce discoursà la petite
               historiette d'Heredia, arrivé à la « 
                  locomotiverenversant sa vapeur
                  
                        Discours de réception de Maurice Barrès à l'Académie
                           française
                        Maurice Barrès
                        17 janvier 1907
                     
                », je me demandais si
               cet art
                   là
                  -là
                s’apparente 5à quelqu’un... Je ne vois pas vosmaîtres. Cela
               ressemble au portrait deDemange, dans Scènes et Doctrines duNationalisme. Ce sont des choses quepersonne n’a jamais
               faites.Je vous remercie infiniment de ceque vous avez eu la bonté de
               m’écriresur mes Pastiches. J’ai égaré cette lettre, cela me fait une peine infinie.Quand je pourrai me
               lever j’espère queje la retrouverai. Pour obéir à votreencouragement, j’ai
               envoyé au Figaroun pastiche que j’avais fait
               et n’avais pas joint aux autres pour ne pas fatiguer. Mais je ne peux en faire denouveaux. Car à ma
               maladie s’estajoutée une impossibilité d’écriredix lignes sans avoir
               plusieurs jours demaux de tête, d’
                  insomnies
                  insomnie
                entière.Je n’ai plus aucun refuge ! et voudraisau moins sortir un
               peu, puisque je nepeux plus rien faire chez moi !

Je vous remercie encore cherMonsieur, je vous prie de présenter
                  mesrespectueux hommages à Madame
                  Barrèset de croire à ma reconnaissanteadmiration
                     
                     .

P.S.: Quelle noblesse dans ce début de discours ! Quelle vénérationpour la vraie
                  grandeur, quelle insolence pour les fausses.Comme l’armée à la 
                     cerémonie
                     cérémonie
                   du Panthéon qui s’arrangeà ne pas saluer
                     Zola, vous vous inclinez avec respect en entrant,mais devant
                     Racine !
                     P. S.
                     P.S.
                   Et je vois que vous allez prononcer demain unautre grand
                     discours. Voilà les belles
                  fêtes de la Sagesse auxquelles du moins on peut toujours assister. Je
                  suisimpatient des belles formes nouvelles de vous
                      même
                     -même
                  que vous allez révéler."
05639_XIII_182_n5-637df6c82d3d3-667131614486a.xml;cp05639;Maurice Bize;le 4 novembre 1914;19141104;Marcel Proust;[];"Je soussigné Docteur en
                    Médecinecertifie que Monsieur Proust
                        Marcel est atteint decrises
                    d'asthme très violenteset quotidiennes, avec
                    emphysèmegénéralisé. Ces accidents ont eupour
                    conséquence une dilatationcardiaque. Enfin des 
                  symptomes
                  symptômes
               
               d'insuffisance 
                  renale
                  rénale 
               
               
                  
                        necessitent
                  nécessitent
               
               un régime très restreint, 
                  lacto
                        végétarien
                  lacto-végétarien
               .

Depuis de
                    longues années, Monsieur
                        Proust est alité et dans un
                    étatde déchéance physique tellementprononcé
                    qu'il lui sera impossiblede se présenter devant le 
                  conseil
                  Conseil
               
               de 
                  Reforme
                  Réforme
               .

D BizeDr Bize 60 avenue La
                    Bourdonnaisactuellement medecin au 35me
                    Territorial(Albi)

P.S.: Vu pour
                    certification matérielle dela signature de M. le Dr Bize
                  apposée
                        ci-dessus,
                  PARIS, le 1er 
                     
                        Décembre
                        décembre
                     
                        1914
                  Le Commissaire de Police"
01984_IX_59-66cc9da005fe5.xml;cp01984;Marcel Proust;"[peu avant le 23 juin
                  1909]";19090623;Georges Lauris, de;['amitié', 'genèse', 'épistolarité'];"Mon petit Georges,

Ne croyez pas que j’oublie votre protégé. Deux
               fois depuis l’expiration du délai j’ai fait demander rendez-vous à mon industriel, il n’était libre aucune des deux
               fois, il est vrai que c’était le matin même pour le soir. Peut-être aujourd’hui même
               pourrais-je renouveler ma tentative. En y réfléchissant l’allemand serait utile car
               je me rappelle que le fils qui doit succéder à
               son père a passé plusieurs années en Allemagne chez un professeur. Chez les Fould au contraire c’est l’espagnol. Vous auriez dû
               demander non à Eugène
                mais à son père.

Georges je suis si épuisé d’avoir commencé Sainte-Beuve (je suis en plein travail, détestable du
               reste) que je ne sais ce que je vous écris. A la lettre je ne peux pas écrire. Je
               vous récrirai ce soir si je suis plus calme au sujet de l’impossible automne ou du
               moins, difficile.

Tendrement à vous.

Marcel."
03471_XVII_31_tei-63974b6cc4af1-6671315fdd53b.xml;cp03471;Jacques-Émile Blanche;le 4 février 1918;19180204;Marcel Proust;['Corpus_Guerre_1914-1918'];"4 
                        Fév.
                        février
                     
                    1918

Mon cher ami

J’ai réduit à
                    environ 300 pagesle volume I
               , qui comportera votre
                        étude. C’est la
                    matière du volume épuisé
                de chez Dorbon
               , moins
               le Forain, que je réserve pour un autre
                        usage, et
                    plus
               le
                        Degas
                    (et Rouart) et le Cézanne et
                        Renoir (sur
                        lesroutes de Provence) que vous ne connaissez pas, je crois.Les
                    pages sur des contemporains, vivants, telles quele Sert
               , les
                    Salons etc., etc., iront dans le 
                  vol. 
                  volume 
               II, avecun autre
                    titre. Ainsi composé, ce 
                  1er 
                  
                  premier 
               
               
                  vol.
                    
                  volume 
               seprésente assez bien. Il ne restera plus que les
                    difficultésmatérielles, la lenteur d’exécution, car la
                    librairieentre dans une nouvelle phase qui va rendre
                    presqueimpossible la publication des ouvrages
                    nombreuxqui sont offerts aux éditeurs.

Vous pourrez donc, sur épreuves ou avant,
                    supprimerles noms qui n’apparaissent pas dans le volume — je
                    necrois pas que ce soit un gros travail.

Ceci vous semble-t-il bien ?

Tout à vous

P.S.: Si vous vous sentiez en état de le faire,
                    vous devriez aller un soir au Casino de
                        Paris
                  , entre 9 heures
                    et 11. C’est,avec l’exposition Picasso
                  , 108 
                        Frg
                        
                        Faubourg 
                     
                     
                        St
                        
                        Saint-
                     Honoré, le spectacle le
                    plussignificatif du moment, et qui fait bien
                        peur. Nous n’en sommes
                    qu’aux débuts, ou plutôt, la guerre n’aura été que le prodrome
                    de la

P.S.: Grande Terreur. Mon ami Ghéon, qui est
                    en permission,disait très sérieusement hier : « c’est l’annonce
                    de lafin du monde. » Je ne le croirais que si je croyais en
                    Dieuun peu plus profondément ; mais, encore un coup, ça fait
                    bien peur !

P.S.: Je vous recommande la scène qui se produit
                    dans l’entracte, quand la foule s’engouffre dans
                    l’escalierqui mène aux « lavabos », tandis que les hurlements
                    des musiciens (non pas nègres, comme le veut Misia, maisYankee), les cymbales,
                    les sifflets, les cloches, les banjos, lescasseroles, les
                    tambours etc. etc. etc., écrasent les promeneursdu hall, où,
                    une poule sur chaque genou, un pauvre petitaveugle de
                        Verdun, offre des boissons chères à ses camarades,
                    et s’efforce de s’amuser.
                        Stravinsky
                    ne nous a pas encoredonné, avec toute sa science, l’équivalent
                    de ces harmoniessauvages et excitantes, qui rivalisent avec la
                    canonnadedes Gothas."
03848_XVIII_167-639aff8eba4dd-667131606bac4.xml;cp03848;Jacques Rivière;le 9 juillet 1919;19190709;Marcel Proust;['prix Goncourt'];"Paris,
                        le 9 
                           Juillet
                           juillet
                        
                    1919
                     
                        .

Mon cher ami,

Ne vous étonnez pas de mon silence. Si
                    jen'ai pas senti tout de suite le besoin de
                    vousexprimer la joie que m'a donnée
                        la
                        dédicacedont vous avez orné mon
                        exemplaires des
               Jeunes Filles en
                        fleurs
               
               , c'est que je
                    travaillaisà une étude sur votre œuvre, où j'avais
                        l'intention de faire
                    passer, mieux que je n'aurais pufaire en aucune lettre, tout ce
                    que mon espritet mon cœur contiennent de diverse
                        reconnaissance envers
                    vous.

Cette étude est d'ailleurs à peine
                    ébauchée.J'ai à lutter contre une fatigue de tête
                        insupportable et je ne
                    puis avancer qu'en profitantdes trop rares éclaircies de mon
                    cerveau. Unmieux imprévu me fait tout de même
                    espérerque je pourrai la mettre sur pied pour le
                        prochain
                        numéro. Mais il n'y a rien de sûr
                    encore.

Je voudrais beaucoup qu'elle vous
                    plût.

Je vous
                    envoie ma grande amitié."
02812_XIII_161-6405f71aaf1eb-6671315e052a1.xml;cp02812;Marcel Proust;"[dans la
                  nuit du dimanche 2 au lundi 3 août 1914]";;Lionel Hauser;[];"Mon cher Lionel

Je te remercie infiniment de ta lettre. Je sais quesa douceur est
               sansindulgence mais que sarudesse n'est pas sans amitié. Je n'ai pas
               très biencompris, n'étant pas très

expert en choses de
                  bourse
                  Bourse
               ,ce que tu veux dire par« Tiens pour zéro dans toninventaire
               les valeurs donttu es acheteur et s'il ne te reste pas de quoi vivre,
                  sacrifie-les
                  ». Bien entendu ne prendspas la peine de
               m'écrireun commentaire. Dans lesterribles jours que nous

traversons tu as autre chose à faire qu'à écrire des lettres et à t'occuper demes
               pauvres 
                  interêts
                  intérêts
                qui je te jure mesemblent bien dénués d'importance quandje pense
               que des millions d'hommesvont être massacrés dans une « Guerredes Mondes
                » comparable à celle
                  deWells, parce qu'il est avantageux à
                  l'empereur d'Autriche d'avoir un

débouché sur la Mer noire
               . Je viens deconduire
                  mon frère qui partait pour
                  Verdunà minuit. Hélas il a tenu à être affectéà la frontière même. Pour revenir
               àmes valeurs, inutile de me répondre d'autant plus que le marché est suspendu
                  
                  .
               Quand il reprendra je te demanderai ceque je dois en faire et si
               ta formule signifiait « n'espérer aucun relèvement et les vendre à n'importe quel
               prix ». Si dans leurliste lamentable et énorme (et d'autant

plus lamentable qu'elle est énorme) je n'ai pas faitfigurer 200 Tramways deMexico (mais je crois bienque je
               l'ai fait) ce n'estpas pour te
               dissimuler unepartie de mes fautes alorsque je t'ai tout dit. C'estque
               je les aurai oubliés.Je crois du reste les avoircités, mais n'étant pas
               
                  sur
                  sûr
               , la vérité m'a été trop

cruelle à t'écrire l'autre jourpour que je risque encorede ne pas te
               l'avoir ditetout entière. Je teremercie encore et teprie de remercier
                  M.M.Warburg du concours
               quevous m'avez prêtéés
                en cettecirconstance et ne sachantpas au juste où sont,
               oùvont, quels risques courent,

dans cette terrible guerre, tous ceux quetu aimes, sois certain que ma
                  sympathie du plus
               profond du cœur estavec eux et avec toi. J'espèreencore, moi qui ne suis
               pas croyant,un suprême miracle qui arrêteraà la dernière seconde le
                  déclenchement de
               la machine omni-meurtrière.Mais je me demande comment un croyant,

un catholique pratiquant comme l'
                  Empereur 
                  empereur 
               
                     Francois Joseph
                     François-Joseph
                  , persuadéqu'après sa mort prochaine il comparaîtradevant Dieu, peut
               assumer d'avoir àlui rendre compte des millions devies humaines qu'il
               dépendait delui de ne pas sacrifier.

De toutcœur et bien tristement à toi

P.S.: P.S. J'ai bien reçu de 
                     
                        MM. Warburg
                        M.M. Warburg
                     
                  
                   1° unchèque de 20 000 
                     fr.
                     francs
                  
                   2° un chèque de 30 000
                  
                     fr.
                     francs
                  
                  
                  
                      
                     .
                   Pour le second ils m'ont envoyé un reçutout préparé que j'ai signé.
                  Pour le 
                     1er
                     
                     premier
                   je n'aipas trouvé de reçu. Aussi en leur envoyant le 
                     2e
                     
                     deuxième
                  
                  reçu des 30 000 j'ai joint une lettre leur disant qu'en-dehors de ces 30 000
                  j'en avais bien reçu 200 000.

P.S.: Je garderai d'autant plus aisément les 30 000 qu'ilsme sont venus aujourd'hui
                  sous la forme d'un chèquesur le Comptoir d'Escompte
                   lequel ne rouvrira plus
                  jesuppose d'ici longtemps (je me figure du moins que telle est une des
                  conséquencesdu moratorium.)"
02823_XIII_172-637b44041e813-6671315e10392.xml;cp02823;Marcel Proust;"[le lundi 7 septembre
                  1914]";19140907;Marie-Marguerite Catusse;['guerre'];"Chère Madame,

ces quelquesmots sont pour vous demanderdes nouvelles de Charles. J'airenoncé à la direction
                  Nice
               
                  parce-
                  parce
               qu'un jeune homme de 
                  là bas
                  là-bas
                (
                  
                     Mr 
                     
                     M.
                  
                     Gautier Vignal
                     Gautier-Vignal
                  
                (cela vous dit-il 
                  q.q.
                  quelque
                chose ?) m'a assuré qu'il fallait
                  30
                  trente
                heures. Je suis donc parti pour monhabituel
                  Cabourg
                qui est à 
                  4
                  quatre
                heures deParis. Mais le train a mis 
                  22
                  vingt-deux
                heureset était tellement bondé qu'on nepouvait même s'asseoir. Je
               suis arrivébien souffrant. Mais on a honte de seplaindre de ces riens et
               d'ailleurs je n'y pense pas. En route je ne pensais qu'à Charles, à vous, à
                  mon frère, à monpauvre ami qui s'est noyé. Si vous pouvezd'une ligne me dire
               comment va Charlesvous me ferez bien plaisir
                   
                  .

Votre respectueux ami

Marcel Proust"
